Date,Request URI,Method,Response status
2023-07-04T15:52:50.687934700,/configuration/connectors,GET,status_:200
2023-07-04T15:52:56.048724300,/configuration/connectors,GET,status_:200
2023-07-04T15:52:57.231719700,/configuration/connectors,GET,status_:200
2023-07-04T15:53:01.501483,/configuration/connectors,GET,status_:200
2023-07-04T15:53:39.961164100,/configuration/connectors,GET,status_:200
2023-07-04T15:53:43.460416800,/configuration/log/myLog.csv,GET,status_:200
2023-07-04T15:54:07.929036600,/configuration/log/myLog.csv,GET,status_:200
2023-07-04T15:54:13.522711100,/configuration/log/myLog.csv,GET,status_:200
2023-07-04T16:35:47.586947700,/configuration/connectors,GET,status_:200
2023-07-04T16:35:59.377803200,/configuration/connectors,GET,status_:200
2023-07-04T16:36:00.699654700,/configuration/connectors,GET,status_:200
2023-07-04T16:36:32.128959300,/configuration/log/myLog.csv,GET,status_:200
2023-07-04T16:38:06.317383800,/configuration/connectors,GET,status_:200
2023-07-04T16:38:08.469489200,/configuration/log/myLog.csv,GET,status_:200
2023-07-04T21:41:04.514156200,/configuration/connectors,GET,status_:200
2023-07-04T21:41:07.939494200,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-04T21:41:13.551440800,/configuration/findById2/connector111,GET,status_:200
2023-07-05T08:53:59.465279100,/configuration/connectors,GET,status_:200
2023-07-05T08:54:03.051384200,/configuration/findById/test1,GET,status_:200
2023-07-05T08:54:25.271799100,/configuration/findById/test1,GET,status_:200
2023-07-05T08:55:21.704036400,/configuration/connectors,GET,status_:200
2023-07-05T08:59:43.130525900,/configuration,OPTIONS,status_:200
2023-07-05T08:59:43.139519200,/configuration,OPTIONS,status_:200
2023-07-05T08:59:43.231522200,/configuration,POST,status_:400
2023-07-05T08:59:43.341521400,/configuration,POST,status_:200
2023-07-05T08:59:48.244253100,/configuration/connectors,GET,status_:200
2023-07-05T08:59:49.904267900,/configuration/connectors,GET,status_:200
2023-07-05T08:59:52.210715,/configuration/findById/connectorA,GET,status_:200
2023-07-05T09:00:58.679051500,/configuration/findById2/connectorA,GET,status_:200
2023-07-05T09:05:05.564587700,/configuration/findById2/connectorA,GET,status_:200
2023-07-05T09:23:19.404440700,/configuration/findById2/connectorA,GET,status_:200
2023-07-05T09:23:20.884439800,/configuration/findById2/connectorA,GET,status_:200
2023-07-05T09:25:28.201301900,/configuration/connectors,GET,status_:200
2023-07-05T09:25:30.852831900,/configurationJDBC/findById/test01,GET,status_:200
2023-07-05T09:25:38.060953500,/configuration/findById2/test01,GET,status_:200
2023-07-05T09:34:26.297607700,/configuration/findById2/test01,GET,status_:200
2023-07-05T09:39:58.790776500,/configurationJDBC/findById/test01,GET,status_:200
2023-07-05T09:40:02.011292600,/configurationJDBC/pushToProxem,OPTIONS,status_:200
2023-07-05T09:40:02.256150200,/configurationJDBC/pushToProxem,PUT,status_:200
2023-07-05T09:42:30.036059400,/configurationJDBC/test01,OPTIONS,status_:200
2023-07-05T09:42:30.085058900,/configurationJDBC/test01,DELETE,status_:200
2023-07-05T09:42:41.795894900,/configuration/connectors,GET,status_:200
2023-07-05T09:42:46.478740600,/configuration/connectors,GET,status_:200
